fen,move,move_san,move_number,to_move,evaluation,piece_count
rn1q1rk1/p3ppbp/1p4p1/2p5/3PP1b1/2PBBN2/P4PPP/R2Q1RK1 w - - 2 11,d3e2,Be2,21,white,0.0,28
rn1q1rk1/p3ppbp/1p4p1/2p5/3PP1b1/2P1BN2/P3BPPP/R2Q1RK1 b - - 3 11,b8c6,Nc6,22,black,0.0,28
r2q1rk1/p3ppbp/1pn3p1/2p5/3PP1b1/2P1BN2/P3BPPP/R2Q1RK1 w - - 4 12,d4c5,dxc5,23,white,0.0,28
r2q1rk1/p3ppbp/1pn3p1/2P5/4P1b1/2P1BN2/P3BPPP/R2Q1RK1 b - - 0 12,b6c5,bxc5,24,black,1.0,27
r2q1rk1/p3ppbp/2n3p1/2p5/4P1b1/2P1BN2/P3BPPP/R2Q1RK1 w - - 0 13,d1a4,Qa4,25,white,0.0,26
r2q1rk1/p3ppbp/2n3p1/2p5/Q3P1b1/2P1BN2/P3BPPP/R4RK1 b - - 1 13,c6e5,Ne5,26,black,0.0,26
r2q1rk1/p3ppbp/6p1/2p1n3/Q3P1b1/2P1BN2/P3BPPP/R4RK1 w - - 2 14,f1d1,Rfd1,27,white,0.0,26
r2q1rk1/p3ppbp/6p1/2p1n3/Q3P1b1/2P1BN2/P3BPPP/R2R2K1 b - - 3 14,d8c7,Qc7,28,black,0.0,26
r4rk1/p1q1ppbp/6p1/2p1n3/Q3P1b1/2P1BN2/P3BPPP/R2R2K1 w - - 4 15,d1d5,Rd5,29,white,0.0,26
r4rk1/p1q1ppbp/6p1/2pRn3/Q3P1b1/2P1BN2/P3BPPP/R5K1 b - - 5 15,e5f3,Nxf3+,30,black,0.0,26
r4rk1/p1q1ppbp/6p1/2pR4/Q3P1b1/2P1Bn2/P3BPPP/R5K1 w - - 0 16,g2f3,gxf3,31,white,-3.2,25
r4rk1/p1q1ppbp/6p1/2pR4/Q3P1b1/2P1BP2/P3BP1P/R5K1 b - - 0 16,g4h3,Bh3,32,black,0.0,24
r4rk1/p1q1ppbp/6p1/2pR4/Q3P3/2P1BP1b/P3BP1P/R5K1 w - - 1 17,d5c5,Rxc5,33,white,0.0,24
r4rk1/p1q1ppbp/6p1/2R5/Q3P3/2P1BP1b/P3BP1P/R5K1 b - - 0 17,c7b8,Qb8,34,black,1.0,23
rq3rk1/p3ppbp/6p1/2R5/Q3P3/2P1BP1b/P3BP1P/R5K1 w - - 1 18,e2f1,Bf1,35,white,1.0,23
rq3rk1/p3ppbp/6p1/2R5/Q3P3/2P1BP1b/P4P1P/R4BK1 b - - 2 18,h3f1,Bxf1,36,black,1.0,23
rq3rk1/p3ppbp/6p1/2R5/Q3P3/2P1BP2/P4P1P/R4bK1 w - - 0 19,a1f1,Rxf1,37,white,-2.3,22
rq3rk1/p3ppbp/6p1/2R5/Q3P3/2P1BP2/P4P1P/5RK1 b - - 0 19,g7e5,Be5,38,black,1.0,21
rq3rk1/p3pp1p/6p1/2R1b3/Q3P3/2P1BP2/P4P1P/5RK1 w - - 1 20,h2h3,h3,39,white,1.0,21
rq3rk1/p3pp1p/6p1/2R1b3/Q3P3/2P1BP1P/P4P2/5RK1 b - - 0 20,e5d6,Bd6,40,black,1.0,21
rq3rk1/p3pp1p/3b2p1/2R5/Q3P3/2P1BP1P/P4P2/5RK1 w - - 1 21,c5a5,Ra5,41,white,1.0,21
rq3rk1/p3pp1p/3b2p1/R7/Q3P3/2P1BP1P/P4P2/5RK1 b - - 2 21,b8c8,Qc8,42,black,1.0,21
r1q2rk1/p3pp1p/3b2p1/R7/Q3P3/2P1BP1P/P4P2/5RK1 w - - 3 22,g1g2,Kg2,43,white,1.0,21
r1q2rk1/p3pp1p/3b2p1/R7/Q3P3/2P1BP1P/P4PK1/5R2 b - - 4 22,c8c3,Qxc3,44,black,1.0,21
r4rk1/p3pp1p/3b2p1/R7/Q3P3/2q1BP1P/P4PK1/5R2 w - - 0 23,f1c1,Rc1,45,white,0.0,20
r4rk1/p3pp1p/3b2p1/R7/Q3P3/2q1BP1P/P4PK1/2R5 b - - 1 23,c3b2,Qb2,46,black,0.0,20
r4rk1/p3pp1p/3b2p1/R7/Q3P3/4BP1P/Pq3PK1/2R5 w - - 2 24,c1c2,Rc2,47,white,0.0,20
r4rk1/p3pp1p/3b2p1/R7/Q3P3/4BP1P/PqR2PK1/8 b - - 3 24,b2g7,Qg7,48,black,0.0,20
r4rk1/p3ppqp/3b2p1/R7/Q3P3/4BP1P/P1R2PK1/8 w - - 4 25,c2c6,Rc6,49,white,0.0,20
r4rk1/p3ppqp/2Rb2p1/R7/Q3P3/4BP1P/P4PK1/8 b - - 5 25,a8b8,Rab8,50,black,0.0,20
1r3rk1/p3ppqp/2Rb2p1/R7/Q3P3/4BP1P/P4PK1/8 w - - 6 26,a5a7,Rxa7,51,white,0.0,20
1r3rk1/R3ppqp/2Rb2p1/8/Q3P3/4BP1P/P4PK1/8 b - - 0 26,b8b4,Rb4,52,black,1.0,19
5rk1/R3ppqp/2Rb2p1/8/Qr2P3/4BP1P/P4PK1/8 w - - 1 27,a4a5,Qa5,53,white,1.0,19
5rk1/R3ppqp/2Rb2p1/Q7/1r2P3/4BP1P/P4PK1/8 b - - 2 27,g7a1,Qa1,54,black,1.0,19
5rk1/R3pp1p/2Rb2p1/Q7/1r2P3/4BP1P/P4PK1/q7 w - - 3 28,a7a8,Ra8,55,white,1.0,19
R4rk1/4pp1p/2Rb2p1/Q7/1r2P3/4BP1P/P4PK1/q7 b - - 4 28,b4b8,Rbb8,56,black,1.0,19
Rr3rk1/4pp1p/2Rb2p1/Q7/4P3/4BP1P/P4PK1/q7 w - - 5 29,a8b8,Rxb8,57,white,1.0,19
1R3rk1/4pp1p/2Rb2p1/Q7/4P3/4BP1P/P4PK1/q7 b - - 0 29,f8b8,Rxb8,58,black,6.0,18
1r4k1/4pp1p/2Rb2p1/Q7/4P3/4BP1P/P4PK1/q7 w - - 0 30,a5d5,Qd5,59,white,1.0,17
1r4k1/4pp1p/2Rb2p1/3Q4/4P3/4BP1P/P4PK1/q7 b - - 1 30,a1e5,Qe5,60,black,1.0,17
1r4k1/4pp1p/2Rb2p1/3Qq3/4P3/4BP1P/P4PK1/8 w - - 2 31,d5e5,Qxe5,61,white,1.0,17
1r4k1/4pp1p/2Rb2p1/4Q3/4P3/4BP1P/P4PK1/8 b - - 0 31,d6e5,Bxe5,62,black,10.0,16
1r4k1/4pp1p/2R3p1/4b3/4P3/4BP1P/P4PK1/8 w - - 0 32,f3f4,f4,63,white,1.0,15
1r4k1/4pp1p/2R3p1/4b3/4PP2/4B2P/P4PK1/8 b - - 0 32,e5d6,Bd6,64,black,1.0,15
1r4k1/4pp1p/2Rb2p1/8/4PP2/4B2P/P4PK1/8 w - - 1 33,e4e5,e5,65,white,1.0,15
1r4k1/4pp1p/2Rb2p1/4P3/5P2/4B2P/P4PK1/8 b - - 0 33,d6b4,Bb4,66,black,1.0,15
1r4k1/4pp1p/2R3p1/4P3/1b3P2/4B2P/P4PK1/8 w - - 1 34,c6a6,Ra6,67,white,1.0,15
1r4k1/4pp1p/R5p1/4P3/1b3P2/4B2P/P4PK1/8 b - - 2 34,e7e6,e6,68,black,1.0,15
1r4k1/5p1p/R3p1p1/4P3/1b3P2/4B2P/P4PK1/8 w - - 0 35,a2a3,a3,69,white,1.0,15
1r4k1/5p1p/R3p1p1/4P3/1b3P2/P3B2P/5PK1/8 b - - 0 35,b4e7,Be7,70,black,1.0,15
1r4k1/4bp1p/R3p1p1/4P3/5P2/P3B2P/5PK1/8 w - - 1 36,a3a4,a4,71,white,1.0,15
1r4k1/4bp1p/R3p1p1/4P3/P4P2/4B2P/5PK1/8 b - - 0 36,g8f8,Kf8,72,black,1.0,15
1r3k2/4bp1p/R3p1p1/4P3/P4P2/4B2P/5PK1/8 w - - 1 37,a4a5,a5,73,white,1.0,15
1r3k2/4bp1p/R3p1p1/P3P3/5P2/4B2P/5PK1/8 b - - 0 37,b8c8,Rc8,74,black,1.0,15
2r2k2/4bp1p/R3p1p1/P3P3/5P2/4B2P/5PK1/8 w - - 1 38,h3h4,h4,75,white,1.0,15
2r2k2/4bp1p/R3p1p1/P3P3/5P1P/4B3/5PK1/8 b - - 0 38,e7c5,Bc5,76,black,1.0,15
2r2k2/5p1p/R3p1p1/P1b1P3/5P1P/4B3/5PK1/8 w - - 1 39,g2f3,Kf3,77,white,1.0,15
2r2k2/5p1p/R3p1p1/P1b1P3/5P1P/4BK2/5P2/8 b - - 2 39,h7h5,h5,78,black,1.0,15
2r2k2/5p2/R3p1p1/P1b1P2p/5P1P/4BK2/5P2/8 w - - 0 40,e3c5,Bxc5+,79,white,1.0,15
2r2k2/5p2/R3p1p1/P1B1P2p/5P1P/5K2/5P2/8 b - - 0 40,c8c5,Rxc5,80,black,4.3,14
5k2/5p2/R3p1p1/P1r1P2p/5P1P/5K2/5P2/8 w - - 0 41,a6a8,Ra8+,81,white,1.0,13
R4k2/5p2/4p1p1/P1r1P2p/5P1P/5K2/5P2/8 b - - 1 41,f8e7,Ke7,82,black,1.0,13
R7/4kp2/4p1p1/P1r1P2p/5P1P/5K2/5P2/8 w - - 2 42,a5a6,a6,83,white,1.0,13
R7/4kp2/P3p1p1/2r1P2p/5P1P/5K2/5P2/8 b - - 0 42,c5c3,Rc3+,84,black,1.0,13
R7/4kp2/P3p1p1/4P2p/5P1P/2r2K2/5P2/8 w - - 1 43,f3e4,Ke4,85,white,1.0,13
R7/4kp2/P3p1p1/4P2p/4KP1P/2r5/5P2/8 b - - 2 43,c3a3,Ra3,86,black,1.0,13
R7/4kp2/P3p1p1/4P2p/4KP1P/r7/5P2/8 w - - 3 44,a8a7,Ra7+,87,white,1.0,13
8/R3kp2/P3p1p1/4P2p/4KP1P/r7/5P2/8 b - - 4 44,e7e8,Ke8,88,black,1.0,13
4k3/R4p2/P3p1p1/4P2p/4KP1P/r7/5P2/8 w - - 5 45,e4d4,Kd4,89,white,1.0,13
4k3/R4p2/P3p1p1/4P2p/3K1P1P/r7/5P2/8 b - - 6 45,e8d8,Kd8,90,black,1.0,13
3k4/R4p2/P3p1p1/4P2p/3K1P1P/r7/5P2/8 w - - 7 46,a7f7,Rxf7,91,white,1.0,13
3k4/5R2/P3p1p1/4P2p/3K1P1P/r7/5P2/8 b - - 0 46,a3a4,Ra4+,92,black,2.0,12
3k4/5R2/P3p1p1/4P2p/r2K1P1P/8/5P2/8 w - - 1 47,d4e3,Ke3,93,white,2.0,12
3k4/5R2/P3p1p1/4P2p/r4P1P/4K3/5P2/8 b - - 2 47,a4a3,Ra3+,94,black,2.0,12
3k4/5R2/P3p1p1/4P2p/5P1P/r3K3/5P2/8 w - - 3 48,e3e4,Ke4,95,white,2.0,12
3k4/5R2/P3p1p1/4P2p/4KP1P/r7/5P2/8 b - - 4 48,a3a4,Ra4+,96,black,2.0,12
3k4/5R2/P3p1p1/4P2p/r3KP1P/8/5P2/8 w - - 5 49,e4f3,Kf3,97,white,2.0,12
3k4/5R2/P3p1p1/4P2p/r4P1P/5K2/5P2/8 b - - 6 49,a4a3,Ra3+,98,black,2.0,12
3k4/5R2/P3p1p1/4P2p/5P1P/r4K2/5P2/8 w - - 7 50,f3g2,Kg2,99,white,2.0,12
3k4/5R2/P3p1p1/4P2p/5P1P/r7/5PK1/8 b - - 8 50,a3a6,Rxa6,100,black,2.0,12
3k4/5R2/r3p1p1/4P2p/5P1P/8/5PK1/8 w - - 0 51,f7f6,Rf6,101,white,1.0,11
3k4/8/r3pRp1/4P2p/5P1P/8/5PK1/8 b - - 1 51,a6a4,Ra4,102,black,1.0,11
3k4/8/4pRp1/4P2p/r4P1P/8/5PK1/8 w - - 2 52,g2g3,Kg3,103,white,1.0,11
3k4/8/4pRp1/4P2p/r4P1P/6K1/5P2/8 b - - 3 52,d8e7,Ke7,104,black,1.0,11
8/4k3/4pRp1/4P2p/r4P1P/6K1/5P2/8 w - - 4 53,f6g6,Rxg6,105,white,1.0,11
8/4k3/4p1R1/4P2p/r4P1P/6K1/5P2/8 b - - 0 53,a4e4,Re4,106,black,2.0,10
8/4k3/4p1R1/4P2p/4rP1P/6K1/5P2/8 w - - 1 54,g6h6,Rh6,107,white,2.0,10
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,c1e3,Be3,11,white,0.0,30
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 1 6,b8c6,Nc6,12,black,0.0,30
r1bqkb1r/1p2pppp/p1np1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 2 7,f2f3,f3,13,white,0.0,30
r1bqkb1r/1p2pppp/p1np1n2/8/3NP3/2N1BP2/PPP3PP/R2QKB1R b KQkq - 0 7,e7e6,e6,14,black,0.0,30
r1bqkb1r/1p3ppp/p1nppn2/8/3NP3/2N1BP2/PPP3PP/R2QKB1R w KQkq - 0 8,g2g4,g4,15,white,0.0,30
r1bqkb1r/1p3ppp/p1nppn2/8/3NP1P1/2N1BP2/PPP4P/R2QKB1R b KQkq - 0 8,f8e7,Be7,16,black,0.0,30
r1bqk2r/1p2bppp/p1nppn2/8/3NP1P1/2N1BP2/PPP4P/R2QKB1R w KQkq - 1 9,g4g5,g5,17,white,0.0,30
r1bqk2r/1p2bppp/p1nppn2/6P1/3NP3/2N1BP2/PPP4P/R2QKB1R b KQkq - 0 9,f6h5,Nh5,18,black,0.0,30
r1bqk2r/1p2bppp/p1npp3/6Pn/3NP3/2N1BP2/PPP4P/R2QKB1R w KQkq - 1 10,d4c6,Nxc6,19,white,0.0,30
r1bqk2r/1p2bppp/p1Npp3/6Pn/4P3/2N1BP2/PPP4P/R2QKB1R b KQkq - 0 10,b7c6,bxc6,20,black,3.2,29
r1bqk2r/4bppp/p1ppp3/6Pn/4P3/2N1BP2/PPP4P/R2QKB1R w KQkq - 0 11,f3f4,f4,21,white,0.0,28
r1bqk2r/4bppp/p1ppp3/6Pn/4PP2/2N1B3/PPP4P/R2QKB1R b KQkq - 0 11,g7g6,g6,22,black,0.0,28
r1bqk2r/4bp1p/p1ppp1p1/6Pn/4PP2/2N1B3/PPP4P/R2QKB1R w KQkq - 0 12,f1e2,Be2,23,white,0.0,28
r1bqk2r/4bp1p/p1ppp1p1/6Pn/4PP2/2N1B3/PPP1B2P/R2QK2R b KQkq - 1 12,d6d5,d5,24,black,0.0,28
r1bqk2r/4bp1p/p1p1p1p1/3p2Pn/4PP2/2N1B3/PPP1B2P/R2QK2R w KQkq - 0 13,e2h5,Bxh5,25,white,0.0,28
r1bqk2r/4bp1p/p1p1p1p1/3p2PB/4PP2/2N1B3/PPP4P/R2QK2R b KQkq - 0 13,g6h5,gxh5,26,black,3.2,27
r1bqk2r/4bp1p/p1p1p3/3p2Pp/4PP2/2N1B3/PPP4P/R2QK2R w KQkq - 0 14,e3d4,Bd4,27,white,-0.1,26
r1bqk2r/4bp1p/p1p1p3/3p2Pp/3BPP2/2N5/PPP4P/R2QK2R b KQkq - 1 14,h8f8,Rf8,28,black,-0.1,26
r1bqkr2/4bp1p/p1p1p3/3p2Pp/3BPP2/2N5/PPP4P/R2QK2R w KQq - 2 15,d1h5,Qxh5,29,white,-0.1,26
r1bqkr2/4bp1p/p1p1p3/3p2PQ/3BPP2/2N5/PPP4P/R3K2R b KQq - 0 15,c6c5,c5,30,black,0.9,25
r1bqkr2/4bp1p/p3p3/2pp2PQ/3BPP2/2N5/PPP4P/R3K2R w KQq - 0 16,d4g7,Bg7,31,white,0.9,25
r1bqkr2/4bpBp/p3p3/2pp2PQ/4PP2/2N5/PPP4P/R3K2R b KQq - 1 16,d5d4,d4,32,black,0.9,25
r1bqkr2/4bpBp/p3p3/2p3PQ/3pPP2/2N5/PPP4P/R3K2R w KQq - 0 17,e1c1,O-O-O,33,white,0.9,25
r1bqkr2/4bpBp/p3p3/2p3PQ/3pPP2/2N5/PPP4P/2KR3R b q - 1 17,d8a5,Qa5,34,black,0.9,25
r1b1kr2/4bpBp/p3p3/q1p3PQ/3pPP2/2N5/PPP4P/2KR3R w q - 2 18,g7f8,Bxf8,35,white,0.9,25
r1b1kB2/4bp1p/p3p3/q1p3PQ/3pPP2/2N5/PPP4P/2KR3R b q - 0 18,e7f8,Bxf8,36,black,5.9,24
r1b1kb2/5p1p/p3p3/q1p3PQ/3pPP2/2N5/PPP4P/2KR3R w q - 0 19,h5h7,Qxh7,37,white,2.6,23
r1b1kb2/5p1Q/p3p3/q1p3P1/3pPP2/2N5/PPP4P/2KR3R b q - 0 19,d4c3,dxc3,38,black,3.6,22
r1b1kb2/5p1Q/p3p3/q1p3P1/4PP2/2p5/PPP4P/2KR3R w q - 0 20,g5g6,g6,39,white,0.4,21
r1b1kb2/5p1Q/p3p1P1/q1p5/4PP2/2p5/PPP4P/2KR3R b q - 0 20,a5a2,Qxa2,40,black,0.4,21
r1bqkb1r/pppp2pp/2n2n2/1B2p3/4P3/5N2/PPP2PPP/RNBQK2R w KQkq - 1 6,b1c3,Nc3,11,white,0.0,30
r1bqkb1r/pppp2pp/2n2n2/1B2p3/4P3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 2 6,f8b4,Bb4,12,black,0.0,30
r1bqk2r/pppp2pp/2n2n2/1B2p3/1b2P3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 3 7,d1d3,Qd3,13,white,0.0,30
r1bqk2r/pppp2pp/2n2n2/1B2p3/1b2P3/2NQ1N2/PPP2PPP/R1B1K2R b KQkq - 4 7,b4c3,Bxc3+,14,black,0.0,30
r1bqk2r/pppp2pp/2n2n2/1B2p3/4P3/2bQ1N2/PPP2PPP/R1B1K2R w KQkq - 0 8,d3c3,Qxc3,15,white,-3.2,29
r1bqk2r/pppp2pp/2n2n2/1B2p3/4P3/2Q2N2/PPP2PPP/R1B1K2R b KQkq - 0 8,f6e4,Nxe4,16,black,0.1,28
r1bqk2r/pppp2pp/2n5/1B2p3/4n3/2Q2N2/PPP2PPP/R1B1K2R w KQkq - 0 9,c3e3,Qe3,17,white,-0.9,27
r1bqk2r/pppp2pp/2n5/1B2p3/4n3/4QN2/PPP2PPP/R1B1K2R b KQkq - 1 9,d7d5,d5,18,black,-0.9,27
r1bqk2r/ppp3pp/2n5/1B1pp3/4n3/4QN2/PPP2PPP/R1B1K2R w KQkq - 0 10,f3e5,Nxe5,19,white,-0.9,27
r1bqk2r/ppp3pp/2n5/1B1pN3/4n3/4Q3/PPP2PPP/R1B1K2R b KQkq - 0 10,d8f6,Qf6,20,black,0.1,26
r1b1k2r/ppp3pp/2n2q2/1B1pN3/4n3/4Q3/PPP2PPP/R1B1K2R w KQkq - 1 11,b5c6,Bxc6+,21,white,0.1,26
r1b1k2r/ppp3pp/2B2q2/3pN3/4n3/4Q3/PPP2PPP/R1B1K2R b KQkq - 0 11,b7c6,bxc6,22,black,3.3,25
r1b1k2r/p1p3pp/2p2q2/3pN3/4n3/4Q3/PPP2PPP/R1B1K2R w KQkq - 0 12,e5d3,Nd3,23,white,0.0,24
r1b1k2r/p1p3pp/2p2q2/3p4/4n3/3NQ3/PPP2PPP/R1B1K2R b KQkq - 1 12,e8g8,O-O,24,black,0.0,24
r1b2rk1/p1p3pp/2p2q2/3p4/4n3/3NQ3/PPP2PPP/R1B1K2R w KQ - 2 13,e1g1,O-O,25,white,0.0,24
r1b2rk1/p1p3pp/2p2q2/3p4/4n3/3NQ3/PPP2PPP/R1B2RK1 b - - 3 13,c8a6,Ba6,26,black,0.0,24
r4rk1/p1p3pp/b1p2q2/3p4/4n3/3NQ3/PPP2PPP/R1B2RK1 w - - 4 14,f2f3,f3,27,white,0.0,24
r4rk1/p1p3pp/b1p2q2/3p4/4n3/3NQP2/PPP3PP/R1B2RK1 b - - 0 14,e4d6,Nd6,28,black,0.0,24
r4rk1/p1p3pp/b1pn1q2/3p4/8/3NQP2/PPP3PP/R1B2RK1 w - - 1 15,e3g5,Qg5,29,white,0.0,24
r4rk1/p1p3pp/b1pn1q2/3p2Q1/8/3N1P2/PPP3PP/R1B2RK1 b - - 2 15,a8e8,Rae8,30,black,0.0,24
4rrk1/p1p3pp/b1pn1q2/3p2Q1/8/3N1P2/PPP3PP/R1B2RK1 w - - 3 16,g5f6,Qxf6,31,white,0.0,24
4rrk1/p1p3pp/b1pn1Q2/3p4/8/3N1P2/PPP3PP/R1B2RK1 b - - 0 16,f8f6,Rxf6,32,black,9.0,23
4r1k1/p1p3pp/b1pn1r2/3p4/8/3N1P2/PPP3PP/R1B2RK1 w - - 0 17,c1d2,Bd2,33,white,0.0,22
4r1k1/p1p3pp/b1pn1r2/3p4/8/3N1P2/PPPB2PP/R4RK1 b - - 1 17,f6e6,Rfe6,34,black,0.0,22
4r1k1/p1p3pp/b1pnr3/3p4/8/3N1P2/PPPB2PP/R4RK1 w - - 2 18,f1e1,Rfe1,35,white,0.0,22
4r1k1/p1p3pp/b1pnr3/3p4/8/3N1P2/PPPB2PP/R3R1K1 b - - 3 18,e6e2,Re2,36,black,0.0,22
4r1k1/p1p3pp/b1pn4/3p4/8/3N1P2/PPPBr1PP/R3R1K1 w - - 4 19,a1d1,Rad1,37,white,0.0,22
4r1k1/p1p3pp/b1pn4/3p4/8/3N1P2/PPPBr1PP/3RR1K1 b - - 5 19,d6c4,Nc4,38,black,0.0,22
4r1k1/p1p3pp/b1p5/3p4/2n5/3N1P2/PPPBr1PP/3RR1K1 w - - 6 20,d2c3,Bc3,39,white,0.0,22
4r1k1/p1p3pp/b1p5/3p4/2n5/2BN1P2/PPP1r1PP/3RR1K1 b - - 7 20,g8f7,Kf7,40,black,0.0,22
4r3/p1p2kpp/b1p5/3p4/2n5/2BN1P2/PPP1r1PP/3RR1K1 w - - 8 21,b2b3,b3,41,white,0.0,22
4r3/p1p2kpp/b1p5/3p4/2n5/1PBN1P2/P1P1r1PP/3RR1K1 b - - 0 21,e2c2,Rxc2,42,black,0.0,22
4r3/p1p2kpp/b1p5/3p4/2n5/1PBN1P2/P1r3PP/3RR1K1 w - - 0 22,e1e8,Rxe8,43,white,-1.0,21
4R3/p1p2kpp/b1p5/3p4/2n5/1PBN1P2/P1r3PP/3R2K1 b - - 0 22,f7e8,Kxe8,44,black,4.0,20
4k3/p1p3pp/b1p5/3p4/2n5/1PBN1P2/P1r3PP/3R2K1 w - - 0 23,c3d4,Bd4,45,white,-1.0,19
4k3/p1p3pp/b1p5/3p4/2nB4/1P1N1P2/P1r3PP/3R2K1 b - - 1 23,c4b6,Nb6,46,black,-1.0,19
4k3/p1p3pp/bnp5/3p4/3B4/1P1N1P2/P1r3PP/3R2K1 w - - 2 24,d3c5,Nc5,47,white,-1.0,19
4k3/p1p3pp/bnp5/2Np4/3B4/1P3P2/P1r3PP/3R2K1 b - - 3 24,c2a2,Rxa2,48,black,-1.0,19
4k3/p1p3pp/bnp5/2Np4/3B4/1P3P2/r5PP/3R2K1 w - - 0 25,d1e1,Re1+,49,white,-2.0,18
4k3/p1p3pp/bnp5/2Np4/3B4/1P3P2/r5PP/4R1K1 b - - 1 25,e8f7,Kf7,50,black,-2.0,18
8/p1p2kpp/bnp5/2Np4/3B4/1P3P2/r5PP/4R1K1 w - - 2 26,c5e6,Ne6,51,white,-2.0,18
8/p1p2kpp/bnp1N3/3p4/3B4/1P3P2/r5PP/4R1K1 b - - 3 26,a6e2,Be2,52,black,-2.0,18
8/p1p2kpp/1np1N3/3p4/3B4/1P3P2/r3b1PP/4R1K1 w - - 4 27,e6d8,Nd8+,53,white,-2.0,18
3N4/p1p2kpp/1np5/3p4/3B4/1P3P2/r3b1PP/4R1K1 b - - 5 27,f7e7,Ke7,54,black,-2.0,18
3N4/p1p1k1pp/1np5/3p4/3B4/1P3P2/r3b1PP/4R1K1 w - - 6 28,d8c6,Nxc6+,55,white,-2.0,18
8/p1p1k1pp/1nN5/3p4/3B4/1P3P2/r3b1PP/4R1K1 b - - 0 28,e7d7,Kd7,56,black,-1.0,17
8/p1pk2pp/1nN5/3p4/3B4/1P3P2/r3b1PP/4R1K1 w - - 1 29,e1c1,Rc1,57,white,-1.0,17
8/p1pk2pp/1nN5/3p4/3B4/1P3P2/r3b1PP/2R3K1 b - - 2 29,e2b5,Bb5,58,black,-1.0,17
8/p1pk2pp/1nN5/1b1p4/3B4/1P3P2/r5PP/2R3K1 w - - 3 30,c6e5,Ne5+,59,white,-1.0,17
8/p1pk2pp/1n6/1b1pN3/3B4/1P3P2/r5PP/2R3K1 b - - 4 30,d7c8,Kc8,60,black,-1.0,17
2k5/p1p3pp/1n6/1b1pN3/3B4/1P3P2/r5PP/2R3K1 w - - 5 31,e5f7,Nf7,61,white,-1.0,17
2k5/p1p2Npp/1n6/1b1p4/3B4/1P3P2/r5PP/2R3K1 b - - 6 31,b5d3,Bd3,62,black,-1.0,17
2k5/p1p2Npp/1n6/3p4/3B4/1P1b1P2/r5PP/2R3K1 w - - 7 32,d4g7,Bxg7,63,white,-1.0,17
2k5/p1p2NBp/1n6/3p4/8/1P1b1P2/r5PP/2R3K1 b - - 0 32,d3c2,Bc2,64,black,0.0,16
2k5/p1p2NBp/1n6/3p4/8/1P3P2/r1b3PP/2R3K1 w - - 1 33,b3b4,b4,65,white,0.0,16
2k5/p1p2NBp/1n6/3p4/1P6/5P2/r1b3PP/2R3K1 b - - 0 33,b6c4,Nc4,66,black,0.0,16
2k5/p1p2NBp/8/3p4/1Pn5/5P2/r1b3PP/2R3K1 w - - 1 34,f7g5,Ng5,67,white,0.0,16
2k5/p1p3Bp/8/3p2N1/1Pn5/5P2/r1b3PP/2R3K1 b - - 2 34,a7a5,a5,68,black,0.0,16
2k5/2p3Bp/8/p2p2N1/1Pn5/5P2/r1b3PP/2R3K1 w - - 0 35,b4a5,bxa5,69,white,0.0,16
2k5/2p3Bp/8/P2p2N1/2n5/5P2/r1b3PP/2R3K1 b - - 0 35,c4a5,Nxa5,70,black,1.0,15
2k5/2p3Bp/8/n2p2N1/8/5P2/r1b3PP/2R3K1 w - - 0 36,c1e1,Re1,71,white,0.0,14
2k5/2p3Bp/8/n2p2N1/8/5P2/r1b3PP/4R1K1 b - - 1 36,c7c5,c5,72,black,0.0,14
2k5/6Bp/8/n1pp2N1/8/5P2/r1b3PP/4R1K1 w - - 0 37,e1e5,Re5,73,white,0.0,14
2k5/6Bp/8/n1ppR1N1/8/5P2/r1b3PP/6K1 b - - 1 37,a2a1,Ra1+,74,black,0.0,14
2k5/6Bp/8/n1ppR1N1/8/5P2/2b3PP/r5K1 w - - 2 38,g1f2,Kf2,75,white,0.0,14
2k5/6Bp/8/n1ppR1N1/8/5P2/2b2KPP/r7 b - - 3 38,a1d1,Rd1,76,black,0.0,14
2k5/6Bp/8/n1ppR1N1/8/5P2/2b2KPP/3r4 w - - 4 39,g5e6,Ne6,77,white,0.0,14
2k5/6Bp/4N3/n1ppR3/8/5P2/2b2KPP/3r4 b - - 5 39,a5b3,Nb3,78,black,0.0,14
2k5/6Bp/4N3/2ppR3/8/1n3P2/2b2KPP/3r4 w - - 6 40,e6f4,Nf4,79,white,0.0,14
2k5/6Bp/8/2ppR3/5N2/1n3P2/2b2KPP/3r4 b - - 7 40,d5d4,d4,80,black,0.0,14
2k5/6Bp/8/2p1R3/3p1N2/1n3P2/2b2KPP/3r4 w - - 0 41,e5e7,Re7,81,white,0.0,14
2k5/4R1Bp/8/2p5/3p1N2/1n3P2/2b2KPP/3r4 b - - 1 41,h7h5,h5,82,black,0.0,14
2k5/4R1B1/8/2p4p/3p1N2/1n3P2/2b2KPP/3r4 w - - 0 42,g7f6,Bf6,83,white,0.0,14
